🕘️更新时间,#genre#
CCTV-4,http://150.129.82.242/mgf3.php?id=cctv4hd.m3u8
CCTV-4,http://50.7.234.10:8278/cctv4/playlist.m3u8?tid=MB9B9242441792424417&ct=19225&tsum=ed1fc427f02a63dffacdedae975959ce
CCTV-4,http://220.173.254.96:6665/udp/239.81.0.96:4056
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=981ddc&tk=6949f8ce7202
CCTV-4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV-4,http://ycsj.aguihome.com:4022/udp/233.50.200.101:5140
CCTV-4,http://113.109.250.108:9999/udp/239.77.1.163:5146
CCTV-13,http://116.199.5.51:8114/index.m3u8
CCTV-13,http://150.129.82.242/mgf3.php?id=cctv13hd.m3u8
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV-13,http://qjrhc.jydjd.top:2911/udp/224.1.100.70:11111
CCTV-13,http://113.109.250.108:9999/udp/239.77.0.188:5146
CCTV-13,http://qjrhc.jydjd.top:2911/udp/224.1.100.69:11111
广州新闻,http://116.199.5.51:8114/index.m3u8
广州新闻,https://tencentplaywebsite.gztv.com/live/xinwen.m3u8?txSecret=c53d0e4d014632321a8e0efd6abecda4&txTime=193108637cb
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=0901a0ee80ee6b60f0731399e0de6c5d&txTime=191825f0639
广州新闻,http://125.89.163.44:8888/udp/239.253.43.72:5146
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=520177bc9dd6916a7d6fa86bdb3f8830&txTime=191b5f5b230
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=dd1b312cc1b5cbe9fad85bf5ddce4b10&txTime=190723b940c
广州综合,http://119.32.12.17:2901/udp/224.1.100.36:11111
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=234cace79a853922dd89c29a3823c470&txTime=191825e8b1d
广州综合,http://125.89.163.44:8888/udp/239.253.43.71:5146
广州综合,http://v4d.xiepeiru.top:1123/iptv/gq/GuangZhouZongHe
广州综合,http://qjrhc.jydjd.top:2911/udp/224.1.100.35:11111
广州综合,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=751b5ecd94a0d9d34c7e37e25bb8b27a&txTime=193108637cb
广州影视,http://116.199.5.51:8114/index.m3u8
广州影视,http://113.109.250.108:9999/udp/239.253.43.73:5146
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=2b09d952702fe2c67ddad695faa4c27c&txTime=191b5db5ed0
广州影视,https://tencentplaygsm.gztv.com/live/yingshi.m3u8?txTime=65797d58&txSecret=6fee6e4ead49f4ccfb8113f0a580acb3
广州影视,http://qjrhc.jydjd.top:2911/udp/224.1.100.88:11111
广州影视,http://qjrhc.jydjd.top:2911/udp/224.1.100.87:11111
广州影视,http://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=1bd3a1082ab5b89f48c1bff9a3760da4&txTime=18d57929bd4
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=88ad17e0518f41980b392744d8ecbfc7&txTime=190def6e358
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=ec79a0d817981989c161f548c48c2954&txTime=1903e79e680
广东珠江,http://116.199.5.51:8114/index.m3u8
广东珠江,http://qjrhc.jydjd.top:2911/udp/224.1.100.23:11111
广东珠江,http://zb.xmzb.xyz/live_proxy.php?id=GdZhuJIAng
广东珠江,http://119.32.12.17:2901/udp/224.1.100.23:11111
广东珠江,http://live.xmcdn.com/live/252/64.m3u8
广东珠江,https://live.ximalaya.com/radio-first-page-app/live/252/64.m3u8?transcode=ts
新视觉,http://116.199.5.51:8114/index.m3u8
CHC动作电影,http://116.199.5.51:8114/index.m3u8
CHC动作电影,https://gdcucc.v1.mk/gdcucc/chcdzdy.m3u8
CHC动作电影,http://119.32.12.17:2901/udp/224.1.100.131:11111
CHC动作电影,http://qjrhc.jydjd.top:2911/udp/224.1.100.131:11111
CHC动作电影,http://hzzzz530.com:4022/udp/239.69.1.242:11094

🏀体育,#genre#
CCTV-5,http://116.199.5.51:8114/index.m3u8
CCTV-5,http://150.129.82.242/mgf3.php?id=cctv5hd.m3u8
CCTV-5,https://ldcctvwbcdtxy.liveplay.myqcloud.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100
CCTV-5,http://125.89.163.44:8888/udp/239.77.0.170:5146
CCTV-5,http://119.32.12.17:2901/udp/224.1.100.82:11111
CCTV-5,http://omnix.cn:4000/udp/225.1.8.89:8000
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=78152d&tk=6949f8ce7202
CCTV-5,http://qjrhc.jydjd.top:2911/udp/224.1.100.81:11111
CCTV-5,http://qjrhc.jydjd.top:2911/udp/224.1.100.82:11111
CCTV-5,http://ycsj.aguihome.com:4022/udp/233.50.200.108:5140
CCTV-5+,http://116.199.5.51:8114/index.m3u8
CCTV-5+,http://150.129.82.242/mgf3.php?id=cctv5phd.m3u8
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1c2a28&tk=6949f8ce7202
CCTV-5+,http://113.109.250.108:9999/udp/239.77.0.87:5146
CCTV-5+,http://119.32.12.17:2901/udp/224.1.100.25:11111
CCTV-5+,http://omnix.cn:4000/udp/225.1.8.20:8004
CCTV-5+,http://qjrhc.jydjd.top:2911/udp/224.1.100.26:11111
CCTV-5+,http://ycsj.aguihome.com:4022/udp/233.50.201.220:5140
CCTV-16,http://150.129.82.242/mgf3.php?id=cctv16hd.m3u8
CCTV-16,http://www.lizhinas.top:1009/rtp/239.252.220.237:5140
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1a7fd2&tk=6949f8ce7202
广东体育,http://116.199.5.51:8114/index.m3u8
广东体育,http://119.32.12.17:2901/udp/224.1.100.34:11111
广东体育,http://qjrhc.jydjd.top:2911/udp/224.1.100.33:11111
广州竞赛,http://116.199.5.51:8114/index.m3u8
广州竞赛,http://tencentplaygsm.gztv.com/live/jingsai.m3u8
广州竞赛,https://tencentplaygsm.gztv.com/live/jingsai.m3u8?txTime=659e2559&amp;amp;txSecret=067c1cd334fe2f8773d9452993e86c78
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=59f483a17f5bf8f0cfba52b845141caa&txTime=19182c077bb
广州竞赛,https://tencentplaywebsite.gztv.com/live/jingsai.m3u8?txSecret=cd5eb475078e689b230ada7df792e4de&txTime=193108637cb
广州竞赛,http://qjrhc.jydjd.top:2911/udp/224.1.100.105:11111
广州竞赛,http://qjrhc.jydjd.top:2911/udp/224.1.100.106:11111
魅力足球,http://116.199.5.51:8114/index.m3u8
魅力足球,http://qjrhc.jydjd.top:2911/udp/224.1.100.133:11111
劲爆体育,http://119.32.12.17:2901/udp/224.1.100.129:11111
劲爆体育,http://qjrhc.jydjd.top:2911/udp/224.1.100.129:11111

🌊港澳台,#genre#
明珠台,http://aktv-stream.m16tv.cfd/stream/aktv/null-2/AKTV.m3u8
明珠台,http://aktv_stream.m16tv.cfd/stream/aktv2/null-3/AKTV.m3u8
RTHK31,http://bziyunshao.synology.me:8892/bysid/31
RTHK32,http://198.16.100.186:8278/rhk32_twn/playlist.m3u8?tid=MDBD4704174447041744&ct=19249&tsum=763ebe53fc33677d02ebf83b4d558d33
RTHK32,http://bziyunshao.synology.me:8892/bysid/32
RTHK32,http://61.163.58.168:2005/play/forward/5?tvid=rthk32hd&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5Ijoi5rex5Zyz5biCIiwiaXAiOiI1OS4zNi4xNjYuMjE1IiwidHZpZCI6IjI3OTY4NTIzIiwiZWNvbm9taXplIjoi5bm_5LicIiwiZXhwIjoxNzQ2MTAyMDU0LCJuYmYiOjE3NDYwODQwNTQsImlhdCI6MTc0NjA4NDA1NH0.S3NFp_Pg4T14ExLY5n4
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://103.233.191.132:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://183.237.246.14:9931/tsfile/live/1039_1.m3u8
澳视澳门,http://1b6467f415.iok.la:9931/tsfile/live/1039_1.m3u8
中天新闻,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天新闻,http://aktv_stream.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
中天新闻,https://gdfire2.67890123.cn:8088/live/ztxw.m3u8
中天新闻,http://61.163.58.168:2005/play/forward/5?tvid=ctinewshd&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5Ijoi5rex5Zyz5biCIiwiaXAiOiI1OS4zNi4xNjYuMjE1IiwidHZpZCI6IjI3OTY4NTIzIiwiZWNvbm9taXplIjoi5bm_5LicIiwiZXhwIjoxNzQ2MTAyMDU0LCJuYmYiOjE3NDYwODQwNTQsImlhdCI6MTc0NjA4NDA1NH0.S3NFp_Pg4T14ExLY5n4E
中天新闻,http://222.128.55.152:9080/live/fc.m3u8
中天新闻,http://jnzq.ohoyee.com:9080/live/fc.m3u8
中天新闻,http://ali.hlspull.yximgs.com/live/tboxpropqqtvvqqqyquuqqfvbscvqdqtwqfsqqsqqqcvuyqemqeqtxw.flv
中天新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6963&tk=e503191f8e20
中天新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4672&tk=e640d0a1bf70
中天亚洲,http://198.16.100.186:8278/ctiasia_twn/playlist.m3u8?tid=MBAB5565131955651319&ct=19249&tsum=6c292a6f51658779ced6a108f779ed35
中天亚洲,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=MFFF9983745599837455&ct=19193&tsum=ee61e179a8c619a076c515514d68e24e
中天亚洲,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=mfc2c5bc6c101&ct=18335&tsum=d074a602fcd98718afeb8fc9a18fa964
中天亚洲,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=MBDB2043146120431461&ct=19234&tsum=ba6deb1dd785ef48ec39eda87a905fb6
中天亚洲,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8643&tk=e503191f8e20
中天亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571212&extension=ts&play_token=yaoffzUbUJ
中天亚洲,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3884&tk=e640d0a1bf70
TVBS新闻,http://aktv_stream.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8
TVBS新闻,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv072/index.m3u8
TVBS新闻,http://50.7.234.10:8278/tvbs_n/playlist.m3u8?tid=MA4A2233260122332601&ct=19249&tsum=513a9dcb42fa8b98e1792d513dd3e2ee
TVBS新闻,http://50.7.234.10:8278/tvbs_n/playlist.m3u8?tid=MB6B3640782836407828&ct=19234&tsum=315ac9a0876bc361c6715ac6d5a96777
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts
TVBS新闻,http://61.163.58.168:2005/play/forward/5?tvid=tvbsnewshd&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5Ijoi5rex5Zyz5biCIiwiaXAiOiI1OS4zNi4xNjYuMjE1IiwidHZpZCI6IjI3OTY4NTIzIiwiZWNvbm9taXplIjoi5bm_5LicIiwiZXhwIjoxNzQ2MTAyMDU0LCJuYmYiOjE3NDYwODQwNTQsImlhdCI6MTc0NjA4NDA1NH0.S3NFp_Pg4T14ExLY
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS新闻,rtmp://9hv9.mine.nu/sat/tv551
TVBS新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9058&tk=7877e7cc41c7
TVBS新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2005&tk=2aca1ad9a849
东森新闻,http://aktv-stream.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
东森新闻,https://gdfire2.67890123.cn:8088/live/dsxw.m3u8
东森新闻,http://50.7.234.10:8278/ettvnews/playlist.m3u8?tid=m1785954e5a67&ct=18336&tsum=ce82c650c85a63fe1ead9e30f2d4bfb4
东森新闻,http://50.7.234.10:8278/ettvnews/playlist.m3u8?tid=MD8D4407126144071261&ct=19344&tsum=c7212737de5e023823ea68610d709c14
东森新闻,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森新闻,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-10/AKTV.m3u8
东森新闻,http://ali.hlspull.yximgs.com/live/tboxpromhqttuqqcvbyquoqdqqeqywefqqfbxfbxxvbqqqlqqhqsxw.flv
东森新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9230&tk=e640d0a1bf70
中视,rtmp://f13h.mine.nu/sat/tv091
中视,rtmp://f13h.mine.nu:1935/sat/tv091
中视,http://198.16.100.186:8278/zhongshihd_twn/playlist.m3u8?tid=MBDB6720263767202637&ct=19249&tsum=edd778f298b53c39b3b9706700032605
中视,http://37.27.111.214:8080/live/7/hls.m3u8
中视,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?tid=MB4B2404962324049623&ct=19193&tsum=671b112a447ed494ae6219c14d0fab93
中视,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?ct=19226&tid=MB8B7313326473133264&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中视,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?tid=MB8B7313326473133264&ct=19226&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中视,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv040/index.m3u8
中视,rtmp://60.248.77.83/sat/tv091
中视,rtmp://9hv9.mine.nu/sat/tv091
台视,rtmp://60.248.77.83/sat/tv071
台视,rtmp://f13h.mine.nu/sat/tv071
台视,rtmp://9hv9.mine.nu/sat/tv071
华视,rtmp://f13h.mine.nu/sat/tv111
华视,rtmp://9hv9.mine.nu/sat/tv111
华视,rtmp://60.248.77.83/sat/tv111
华视,http://50.7.234.10:8278/ctshd_twn/playlist.m3u8?tid=m760743cf1f5e&ct=18335&tsum=9b0d2efb292253075aa4ec25cc439b81
华视,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv041/index.m3u8

🇨🇳央视,#genre#
CCTV-1,http://116.199.5.51:8114/index.m3u8
CCTV-1,http://116.199.5.51:8114/index.m3u8
CCTV-2,http://116.199.5.51:8114/index.m3u8
CCTV-2,http://150.129.82.242/mgf3.php?id=cctv2hd.m3u8
CCTV-2,http://198.16.100.186:8278/cctv2/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=b3ff6adf9688a5332286da1272078a60
CCTV-2,http://qjrhc.jydjd.top:2911/udp/224.1.100.94:11111
CCTV-2,http://119.32.12.17:2901/udp/224.1.100.94:11111
CCTV-2,http://qjrhc.jydjd.top:2911/udp/224.1.100.93:11111
CCTV-2,http://wouu.net:9977/udp/239.93.1.23:6000
CCTV-3,http://116.199.5.51:8114/index.m3u8
CCTV-3,http://150.129.82.242/mgf3.php?id=cctv3hd.m3u8
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=945e8b&tk=6949f8ce7202
CCTV-3,http://220.173.254.96:6665/udp/239.81.0.231:4056
CCTV-3,http://119.32.12.17:2901/udp/224.1.100.64:11111
CCTV-3,http://nas.hssvm.com:8888/udp/225.1.1.158:5002
CCTV-3,http://125.82.171.210:8888/rtp/235.254.198.53:1488
CCTV-3,http://qjrhc.jydjd.top:2911/udp/224.1.100.63:11111
CCTV-3,http://ycsj.aguihome.com:4022/udp/233.50.200.107:5140
CCTV-4,http://116.199.5.51:8114/index.m3u8
CCTV-5,http://116.199.5.51:8114/index.m3u8
CCTV-5+,http://116.199.5.51:8114/index.m3u8
CCTV-6,http://116.199.5.51:8114/index.m3u8
CCTV-6,http://150.129.82.242/mgf3.php?id=cctv6hd.m3u8
CCTV-6,http://50.7.234.10:8278/cctv6/playlist.m3u8?tid=MF9F5072146350721463&ct=19225&tsum=4a988a91f37a523b17f426e19716e532
CCTV-6,http://119.32.12.17:2901/udp/224.1.100.84:11111
CCTV-6,http://125.89.163.44:8888/udp/239.77.0.171:5146
CCTV-6,http://wouu.net:9977/udp/239.93.1.13:2226
CCTV-7,http://116.199.5.51:8114/index.m3u8
CCTV-7,http://150.129.82.242/mgf3.php?id=cctv7hd.m3u8
CCTV-7,http://113.109.250.108:9999/udp/239.77.1.159:5146
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=09651f&tk=6949f8ce7202
CCTV-7,http://2.itv.nctv.top:35455/bptv/10000100000000050000000003870750.m3u8
CCTV-7,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8
CCTV-7,http://omnix.cn:4000/udp/225.1.8.7:8104
CCTV-7,http://qjrhc.jydjd.top:2911/udp/224.1.100.27:11111
CCTV-7,http://wouu.net:9977/udp/239.93.1.67:5140
CCTV-7,http://119.32.12.17:2901/udp/224.1.100.27:11111
CCTV-8,http://116.199.5.51:8114/index.m3u8
CCTV-8,http://150.129.82.242/mgf3.php?id=cctv8hd.m3u8
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0b76dd&tk=6949f8ce7202
CCTV-8,http://119.32.12.17:2901/udp/224.1.100.86:11111
CCTV-8,http://113.109.250.108:9999/udp/239.77.0.172:5146
CCTV-8,http://qjrhc.jydjd.top:2911/udp/224.1.100.85:11111
CCTV-8,http://183.66.15.146:60901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV-8,http://ycsj.aguihome.com:4022/udp/233.50.200.110:5140
CCTV-8,http://wouu.net:9977/udp/239.93.42.39:5140
CCTV-8,http://50.7.234.10:8278/cctv8hd/playlist.m3u8?tid=MB9B2648043726480437&ct=19225&tsum=570c59d4ae344fe8968eeebf18261612
CCTV-9,http://116.199.5.51:8114/index.m3u8
CCTV-9,http://150.129.82.242/mgf3.php?id=cctv9hd.m3u8
CCTV-9,http://50.7.234.10:8278/cctv9hd/playlist.m3u8?tid=MB3B2175701421757014&ct=19225&tsum=a8e4eb20b41c000aaec59f1994e5884c
CCTV-9,http://125.89.163.44:8888/udp/239.77.1.160:5146
CCTV-9,http://119.32.12.17:2901/udp/224.1.100.29:11111
CCTV-9,http://220.173.254.96:6665/udp/239.81.0.117:4056
CCTV-9,http://qjrhc.jydjd.top:2911/udp/224.1.100.29:11111
CCTV-9,http://omnix.cn:4000/udp/225.1.8.9:8112
CCTV-9,http://nas.hssvm.com:8888/udp/225.1.1.119:5002
CCTV-9,http://ycsj.aguihome.com:4022/udp/233.50.200.23:5140
CCTV-10,http://116.199.5.51:8114/index.m3u8
CCTV-10,http://150.129.82.242/mgf3.php?id=cctv10hd.m3u8
CCTV-10,http://125.82.168.238:8888/rtp/235.254.198.59:1512
CCTV-10,http://113.109.250.108:9999/udp/239.77.1.113:5146
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=091718&tk=6949f8ce7202
CCTV-10,http://qjrhc.jydjd.top:2911/udp/224.1.100.76:11111
CCTV-10,http://119.32.12.17:2901/udp/224.1.100.76:11111
CCTV-10,http://125.89.163.44:8888/udp/239.77.1.113:5146
CCTV-10,http://125.82.171.210:8888/rtp/235.254.198.59:1512
CCTV-10,http://ycsj.aguihome.com:4022/udp/233.50.200.22:5140
CCTV-11,http://116.199.5.51:8114/index.m3u8
CCTV-11,http://150.129.82.242/mgf3.php?id=cctv11hd.m3u8
CCTV-11,http://113.109.250.108:9999/udp/239.77.1.238:5146
CCTV-11,http://119.32.12.17:2901/udp/224.1.100.44:11111
CCTV-11,http://qjrhc.jydjd.top:2911/udp/224.1.100.44:11111
CCTV-11,http://125.89.163.44:8888/udp/239.77.1.238:5146
CCTV-11,http://qjrhc.jydjd.top:2911/udp/224.1.100.43:11111
CCTV-11,http://ycsj.aguihome.com:4022/udp/233.50.201.11:5140
CCTV-12,http://116.199.5.51:8114/index.m3u8
CCTV-12,http://150.129.82.242/mgf3.php?id=cctv12hd.m3u8
CCTV-12,http://119.32.12.17:2901/udp/224.1.100.78:11111
CCTV-12,http://qjrhc.jydjd.top:2911/udp/224.1.100.78:11111
CCTV-12,http://qjrhc.jydjd.top:2911/udp/224.1.100.77:11111
CCTV-12,http://nas.hssvm.com:8888/udp/225.1.1.142:5002
CCTV-12,http://ycsj.aguihome.com:4022/udp/233.50.201.123:5140
CCTV-12,http://wouu.net:9977/udp/239.93.1.30:8124
CCTV-13,http://116.199.5.51:8114/index.m3u8
CCTV-14,http://116.199.5.51:8114/index.m3u8
CCTV-14,http://150.129.82.242/mgf3.php?id=cctv14hd.m3u8
CCTV-14,http://119.32.12.17:2901/udp/224.1.100.80:11111
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6da20f&tk=6949f8ce7202
CCTV-14,http://nas.hssvm.com:8888/udp/225.1.1.144:5002
CCTV-14,http://qjrhc.jydjd.top:2911/udp/224.1.100.79:11111
CCTV-14,http://ycsj.aguihome.com:4022/udp/233.50.200.103:5140
CCTV-14,http://ycsj.aguihome.com:4022/udp/233.50.201.124:5140
CCTV-14,http://wouu.net:9977/udp/239.93.1.29:6000
CCTV-14,http://1.197.127.166:10443/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://116.199.5.51:8114/index.m3u8
CCTV-15,http://150.129.82.242/mgf3.php?id=cctv15hd.m3u8
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=25fbfa&tk=6949f8ce7202
CCTV-15,http://113.109.250.108:9999/udp/239.77.1.239:5146
CCTV-15,http://119.32.12.17:2901/udp/224.1.100.42:11111
CCTV-15,http://nas.hssvm.com:8888/udp/225.1.1.26:5002
CCTV-15,http://qjrhc.jydjd.top:2911/udp/224.1.100.41:11111
CCTV-15,http://qjrhc.jydjd.top:2911/udp/224.1.100.42:11111
CCTV-15,http://wouu.net:9977/udp/239.93.0.103:5140
CCTV-15,http://ycsj.aguihome.com:4022/udp/233.50.201.15:5140
CCTV-16,http://116.199.5.51:8114/index.m3u8
CCTV-17,http://150.129.82.242/mgf3.php?id=cctv17hd.m3u8
CCTV-17,http://220.173.254.96:6665/udp/239.81.0.228:4056
CCTV-17,http://qjrhc.jydjd.top:2911/udp/224.1.100.135:11111
CCTV-17,http://ycsj.aguihome.com:4022/udp/233.50.200.113:5140

📡卫视,#genre#
广东卫视,http://116.199.5.51:8114/index.m3u8
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://150.129.82.242/mgf3.php?id=gdwshd.m3u8
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://nctv.top/IDOEPpiryt/migu.php?id=gdws
广东卫视,http://113.109.250.108:9999/udp/239.77.1.19:5146
广东卫视,http://119.32.12.17:2901/udp/224.1.100.96:11111
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=be728e&tk=6949f8ce7202
广东卫视,http://125.89.163.44:8888/udp/239.77.1.19:5146
广东卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.96:11111
深圳卫视,http://116.199.5.51:8114/index.m3u8
深圳卫视,http://150.129.82.242/mgf3.php?id=szwshd.m3u8
深圳卫视,http://satellitepull.cnr.cn/live/wxszws/playlist.m3u8
深圳卫视,http://yncbn.ks-cdn.gitv.tv/gitv_live/G_SHENZHEN-HQ/G_SHENZHEN-HQ.m3u8
深圳卫视,http://113.109.250.108:9999/udp/239.77.1.3:5146
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8
深圳卫视,http://50.7.234.10:8278/shenzhen/playlist.m3u8?tid=MB9B3874889638748896&ct=19226&tsum=ade93def83a9c1eff7bceddd6ce76483
深圳卫视,http://125.89.163.44:8888/udp/239.77.1.3:5146
深圳卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.101:5140
